date,hour,n
2019.09.11,N4,53
2019.09.11,N5,57
2019.09.11,PB,3
2019.09.07,N1,11
2019.09.07,N2,20
2019.09.07,N3,41
2019.09.07,N4,42
2019.09.07,N5,56
2019.09.07,PB,6
2019.09.04,N1,4
2019.09.04,N2,8
2019.09.04,N3,30
2019.09.04,N4,52
2019.09.04,N5,59
2019.09.04,PB,2
2019.08.31,N1,14
2019.08.31,N2,41
2019.08.31,N3,50
2019.08.31,N4,56
2019.08.31,N5,57
2019.08.31,PB,18
2019.08.28,N1,9
2019.08.28,N2,32
2019.08.28,N3,37
2019.08.28,N4,41
2019.08.28,N5,56
2019.08.28,PB,14
2019.08.24,N1,5
2019.08.24,N2,12
2019.08.24,N3,20
2019.08.24,N4,21
2019.08.24,N5,47
2019.08.24,PB,1
2019.08.21,N1,12
2019.08.21,N2,21
2019.08.21,N3,22
2019.08.21,N4,29
2019.08.21,N5,32
2019.08.21,PB,21
2019.08.17,N1,18
2019.08.17,N2,21
2019.08.17,N3,24
2019.08.17,N4,30
2019.08.17,N5,60
2019.08.17,PB,20
2019.08.14,N1,10
2019.08.14,N2,13
2019.08.14,N3,30
2019.08.14,N4,51
2019.08.14,N5,69
2019.08.14,PB,10
2019.08.10,N1,35
2019.08.10,N2,41
2019.08.10,N3,44
2019.08.10,N4,58
2019.08.10,N5,59
2019.08.10,PB,3
2019.08.07,N1,8
2019.08.07,N2,32
2019.08.07,N3,47
2019.08.07,N4,53
2019.08.07,N5,59
2019.08.07,PB,3
2019.08.03,N1,3
2019.08.03,N2,6
2019.08.03,N3,45
2019.08.03,N4,66
2019.08.03,N5,68
2019.08.03,PB,13
2019.07.31,N1,14
2019.07.31,N2,37
2019.07.31,N3,47
2019.07.31,N4,55
2019.07.31,N5,67
2019.07.31,PB,6
2019.07.27,N1,1
2019.07.27,N2,19
2019.07.27,N3,31
2019.07.27,N4,48
2019.07.27,N5,61
2019.07.27,PB,6
2019.07.24,N1,22
2019.07.24,N2,29
2019.07.24,N3,35
2019.07.24,N4,53
2019.07.24,N5,56
2019.07.24,PB,13
2019.07.20,N1,5
2019.07.20,N2,26
2019.07.20,N3,36
2019.07.20,N4,64
2019.07.20,N5,69
2019.07.20,PB,19
2019.07.17,N1,19
2019.07.17,N2,43
2019.07.17,N3,47
2019.07.17,N4,60
2019.07.17,N5,68
2019.07.17,PB,10
2019.07.13,N1,13
2019.07.13,N2,23
2019.07.13,N3,32
2019.07.13,N4,35
2019.07.13,N5,68
2019.07.13,PB,21
2019.07.10,N1,7
2019.07.10,N2,9
2019.07.10,N3,26
2019.07.10,N4,44
2019.07.10,N5,68
2019.07.10,PB,3
2019.07.06,N1,4
2019.07.06,N2,8
2019.07.06,N3,23
2019.07.06,N4,46
2019.07.06,N5,65
2019.07.06,PB,1
2019.07.03,N1,40
2019.07.03,N2,43
2019.07.03,N3,45
2019.07.03,N4,50
2019.07.03,N5,61
2019.07.03,PB,25
2019.06.29,N1,13
2019.06.29,N2,17
2019.06.29,N3,24
2019.06.29,N4,59
2019.06.29,N5,62
2019.06.29,PB,8
2019.06.26,N1,1
2019.06.26,N2,5
2019.06.26,N3,16
2019.06.26,N4,22
2019.06.26,N5,54
2019.06.26,PB,24
2019.06.22,N1,3
2019.06.22,N2,6
2019.06.22,N3,11
2019.06.22,N4,14
2019.06.22,N5,66
2019.06.22,PB,21
2019.06.19,N1,4
2019.06.19,N2,18
2019.06.19,N3,21
2019.06.19,N4,26
2019.06.19,N5,38
2019.06.19,PB,1
2019.06.15,N1,8
2019.06.15,N2,11
2019.06.15,N3,14
2019.06.15,N4,16
2019.06.15,N5,49
2019.06.15,PB,14
2019.06.12,N1,5
2019.06.12,N2,35
2019.06.12,N3,38
2019.06.12,N4,42
2019.06.12,N5,57
2019.06.12,PB,13
2019.06.08,N1,9
2019.06.08,N2,13
2019.06.08,N3,42
2019.06.08,N4,48
2019.06.08,N5,60
2019.06.08,PB,18
2019.06.05,N1,17
2019.06.05,N2,23
2019.06.05,N3,28
2019.06.05,N4,34
2019.06.05,N5,38
2019.06.05,PB,8
2019.06.01,N1,6
2019.06.01,N2,15
2019.06.01,N3,34
2019.06.01,N4,45
2019.06.01,N5,52
2019.06.01,PB,8
2019.05.29,N1,3
2019.05.29,N2,32
2019.05.29,N3,34
2019.05.29,N4,42
2019.05.29,N5,61
2019.05.29,PB,7
2019.05.25,N1,1
2019.05.25,N2,2
2019.05.25,N3,39
2019.05.25,N4,43
2019.05.25,N5,66
2019.05.25,PB,2
2019.05.22,N1,7
2019.05.22,N2,10
2019.05.22,N3,20
2019.05.22,N4,44
2019.05.22,N5,57
2019.05.22,PB,3
2019.05.18,N1,2
2019.05.18,N2,10
2019.05.18,N3,25
2019.05.18,N4,66
2019.05.18,N5,67
2019.05.18,PB,26
2019.05.15,N1,7
2019.05.15,N2,17
2019.05.15,N3,33
2019.05.15,N4,61
2019.05.15,N5,68
2019.05.15,PB,4
2019.05.11,N1,6
2019.05.11,N2,8
2019.05.11,N3,9
2019.05.11,N4,37
2019.05.11,N5,40
2019.05.11,PB,26
2019.05.08,N1,1
2019.05.08,N2,45
2019.05.08,N3,53
2019.05.08,N4,64
2019.05.08,N5,66
2019.05.08,PB,3
2019.05.04,N1,6
2019.05.04,N2,16
2019.05.04,N3,23
2019.05.04,N4,30
2019.05.04,N5,61
2019.05.04,PB,2
2019.05.01,N1,5
2019.05.01,N2,23
2019.05.01,N3,28
2019.05.01,N4,56
2019.05.01,N5,66
2019.05.01,PB,17
2019.04.27,N1,2
2019.04.27,N2,29
2019.04.27,N3,41
2019.04.27,N4,45
2019.04.27,N5,62
2019.04.27,PB,6
2019.04.24,N1,6
2019.04.24,N2,32
2019.04.24,N3,35
2019.04.24,N4,36
2019.04.24,N5,65
2019.04.24,PB,4
2019.04.20,N1,3
2019.04.20,N2,27
2019.04.20,N3,30
2019.04.20,N4,63
2019.04.20,N5,65
2019.04.20,PB,1
2019.04.17,N1,1
2019.04.17,N2,15
2019.04.17,N3,17
2019.04.17,N4,46
2019.04.17,N5,66
2019.04.17,PB,15
2019.04.13,N1,4
2019.04.13,N2,17
2019.04.13,N3,26
2019.04.13,N4,32
2019.04.13,N5,49
2019.04.13,PB,10
2019.04.10,N1,12
2019.04.10,N2,21
2019.04.10,N3,23
2019.04.10,N4,39
2019.04.10,N5,67
2019.04.10,PB,6
2019.04.06,N1,15
2019.04.06,N2,33
2019.04.06,N3,43
2019.04.06,N4,59
2019.04.06,N5,60
2019.04.06,PB,8
2019.04.03,N1,16
2019.04.03,N2,19
2019.04.03,N3,25
2019.04.03,N4,32
2019.04.03,N5,49
2019.04.03,PB,18
2019.03.30,N1,21
2019.03.30,N2,52
2019.03.30,N3,54
2019.03.30,N4,64
2019.03.30,N5,68
2019.03.30,PB,4
2019.03.27,N1,16
2019.03.27,N2,20
2019.03.27,N3,37
2019.03.27,N4,44
2019.03.27,N5,62
2019.03.27,PB,12
2019.03.23,N1,24
2019.03.23,N2,25
2019.03.23,N3,52
2019.03.23,N4,60
2019.03.23,N5,66
2019.03.23,PB,5
2019.03.20,N1,10
2019.03.20,N2,14
2019.03.20,N3,50
2019.03.20,N4,53
2019.03.20,N5,63
2019.03.20,PB,21
2019.03.16,N1,30
2019.03.16,N2,34
2019.03.16,N3,39
2019.03.16,N4,53
2019.03.16,N5,67
2019.03.16,PB,11
2019.03.13,N1,18
2019.03.13,N2,36
2019.03.13,N3,45
2019.03.13,N4,47
2019.03.13,N5,69
2019.03.13,PB,14
2019.03.09,N1,5
2019.03.09,N2,6
2019.03.09,N3,45
2019.03.09,N4,55
2019.03.09,N5,59
2019.03.09,PB,14
2019.03.06,N1,6
2019.03.06,N2,10
2019.03.06,N3,21
2019.03.06,N4,35
2019.03.06,N5,46
2019.03.06,PB,23
2019.03.02,N1,1
2019.03.02,N2,19
2019.03.02,N3,25
2019.03.02,N4,27
2019.03.02,N5,68
2019.03.02,PB,21
2019.02.27,N1,21
2019.02.27,N2,31
2019.02.27,N3,42
2019.02.27,N4,49
2019.02.27,N5,59
2019.02.27,PB,23
2019.02.23,N1,4
2019.02.23,N2,6
2019.02.23,N3,14
2019.02.23,N4,20
2019.02.23,N5,32
2019.02.23,PB,13
2019.02.20,N1,27
2019.02.20,N2,49
2019.02.20,N3,50
2019.02.20,N4,51
2019.02.20,N5,52
2019.02.20,PB,2
2019.02.16,N1,29
2019.02.16,N2,30
2019.02.16,N3,41
2019.02.16,N4,48
2019.02.16,N5,64
2019.02.16,PB,1
2019.02.13,N1,2
2019.02.13,N2,8
2019.02.13,N3,14
2019.02.13,N4,24
2019.02.13,N5,69
2019.02.13,PB,26
2019.02.09,N1,1
2019.02.09,N2,2
2019.02.09,N3,3
2019.02.09,N4,7
2019.02.09,N5,39
2019.02.09,PB,25
2019.02.06,N1,5
2019.02.06,N2,13
2019.02.06,N3,28
2019.02.06,N4,38
2019.02.06,N5,63
2019.02.06,PB,21
2019.02.02,N1,10
2019.02.02,N2,17
2019.02.02,N3,18
2019.02.02,N4,43
2019.02.02,N5,65
2019.02.02,PB,13
2019.01.30,N1,2
2019.01.30,N2,12
2019.01.30,N3,16
2019.01.30,N4,29
2019.01.30,N5,54
2019.01.30,PB,6
2019.01.26,N1,8
2019.01.26,N2,12
2019.01.26,N3,20
2019.01.26,N4,21
2019.01.26,N5,32
2019.01.26,PB,10
2019.01.23,N1,23
2019.01.23,N2,25
2019.01.23,N3,47
2019.01.23,N4,48
2019.01.23,N5,50
2019.01.23,PB,24
2019.01.19,N1,5
2019.01.19,N2,8
2019.01.19,N3,41
2019.01.19,N4,65
2019.01.19,N5,66
2019.01.19,PB,20
2019.01.16,N1,14
2019.01.16,N2,29
2019.01.16,N3,31
2019.01.16,N4,56
2019.01.16,N5,61
2019.01.16,PB,1
2019.01.12,N1,7
2019.01.12,N2,36
2019.01.12,N3,48
2019.01.12,N4,57
2019.01.12,N5,58
2019.01.12,PB,24
2019.01.09,N1,6
2019.01.09,N2,19
2019.01.09,N3,37
2019.01.09,N4,49
2019.01.09,N5,59
2019.01.09,PB,22
2019.01.05,N1,3
2019.01.05,N2,7
2019.01.05,N3,15
2019.01.05,N4,27
2019.01.05,N5,69
2019.01.05,PB,19
2019.01.02,N1,8
2019.01.02,N2,12
2019.01.02,N3,42
2019.01.02,N4,46
2019.01.02,N5,56
2019.01.02,PB,12
2018.12.29,N1,12
2018.12.29,N2,42
2018.12.29,N3,51
2018.12.29,N4,53
2018.12.29,N5,62
2018.12.29,PB,25
2018.12.26,N1,5
2018.12.26,N2,25
2018.12.26,N3,38
2018.12.26,N4,52
2018.12.26,N5,67
2018.12.26,PB,24
2018.12.22,N1,21
2018.12.22,N2,28
2018.12.22,N3,30
2018.12.22,N4,40
2018.12.22,N5,59
2018.12.22,PB,26
2018.12.19,N1,15
2018.12.19,N2,29
2018.12.19,N3,31
2018.12.19,N4,37
2018.12.19,N5,43
2018.12.19,PB,16
2018.12.15,N1,8
2018.12.15,N2,38
2018.12.15,N3,43
2018.12.15,N4,52
2018.12.15,N5,55
2018.12.15,PB,17
2018.12.12,N1,4
2018.12.12,N2,9
2018.12.12,N3,21
2018.12.12,N4,29
2018.12.12,N5,64
2018.12.12,PB,26
2018.12.08,N1,14
2018.12.08,N2,32
2018.12.08,N3,34
2018.12.08,N4,46
2018.12.08,N5,61
2018.12.08,PB,10
2018.12.05,N1,9
2018.12.05,N2,11
2018.12.05,N3,36
2018.12.05,N4,37
2018.12.05,N5,38
2018.12.05,PB,11
2018.12.01,N1,10
2018.12.01,N2,11
2018.12.01,N3,47
2018.12.01,N4,55
2018.12.01,N5,58
2018.12.01,PB,26
2018.11.28,N1,4
2018.11.28,N2,19
2018.11.28,N3,59
2018.11.28,N4,68
2018.11.28,N5,69
2018.11.28,PB,21
2018.11.24,N1,11
2018.11.24,N2,33
2018.11.24,N3,51
2018.11.24,N4,56
2018.11.24,N5,58
2018.11.24,PB,18
2018.11.21,N1,7
2018.11.21,N2,14
2018.11.21,N3,23
2018.11.21,N4,38
2018.11.21,N5,55
2018.11.21,PB,18
2018.11.17,N1,6
2018.11.17,N2,8
2018.11.17,N3,20
2018.11.17,N4,52
2018.11.17,N5,68
2018.11.17,PB,5
2018.11.14,N1,7
2018.11.14,N2,42
2018.11.14,N3,49
2018.11.14,N4,62
2018.11.14,N5,69
2018.11.14,PB,23
2018.11.10,N1,5
2018.11.10,N2,29
2018.11.10,N3,34
2018.11.10,N4,53
2018.11.10,N5,57
2018.11.10,PB,24
2018.11.07,N1,26
2018.11.07,N2,28
2018.11.07,N3,34
2018.11.07,N4,42
2018.11.07,N5,50
2018.11.07,PB,25
2018.11.03,N1,15
2018.11.03,N2,21
2018.11.03,N3,24
2018.11.03,N4,32
2018.11.03,N5,65
2018.11.03,PB,11
2018.10.31,N1,7
2018.10.31,N2,25
2018.10.31,N3,39
2018.10.31,N4,40
2018.10.31,N5,47
2018.10.31,PB,20
2018.10.27,N1,8
2018.10.27,N2,12
2018.10.27,N3,13
2018.10.27,N4,19
2018.10.27,N5,27
2018.10.27,PB,4
2018.10.24,N1,3
2018.10.24,N2,21
2018.10.24,N3,45
2018.10.24,N4,53
2018.10.24,N5,56
2018.10.24,PB,22
2018.10.20,N1,16
2018.10.20,N2,54
2018.10.20,N3,57
2018.10.20,N4,62
2018.10.20,N5,69
2018.10.20,PB,23
2018.10.17,N1,3
2018.10.17,N2,57
2018.10.17,N3,64
2018.10.17,N4,68
2018.10.17,N5,69
2018.10.17,PB,15
2018.10.13,N1,11
2018.10.13,N2,14
2018.10.13,N3,32
2018.10.13,N4,43
2018.10.13,N5,65
2018.10.13,PB,15
2018.10.10,N1,8
2018.10.10,N2,23
2018.10.10,N3,27
2018.10.10,N4,42
2018.10.10,N5,60
2018.10.10,PB,7
2018.10.06,N1,1
2018.10.06,N2,22
2018.10.06,N3,27
2018.10.06,N4,53
2018.10.06,N5,67
2018.10.06,PB,15
2018.10.03,N1,41
2018.10.03,N2,53
2018.10.03,N3,59
2018.10.03,N4,63
2018.10.03,N5,66
2018.10.03,PB,3
2018.09.29,N1,9
2018.09.29,N2,17
2018.09.29,N3,34
2018.09.29,N4,59
2018.09.29,N5,64
2018.09.29,PB,22
2018.09.26,N1,1
2018.09.26,N2,2
2018.09.26,N3,7
2018.09.26,N4,30
2018.09.26,N5,50
2018.09.26,PB,8
2018.09.22,N1,24
2018.09.22,N2,61
2018.09.22,N3,63
2018.09.22,N4,64
2018.09.22,N5,69
2018.09.22,PB,18
2018.09.19,N1,4
2018.09.19,N2,39
2018.09.19,N3,48
2018.09.19,N4,50
2018.09.19,N5,51
2018.09.19,PB,11
2018.09.15,N1,2
2018.09.15,N2,18
2018.09.15,N3,19
2018.09.15,N4,24
2018.09.15,N5,34
2018.09.15,PB,3
2018.09.12,N1,6
2018.09.12,N2,28
2018.09.12,N3,48
2018.09.12,N4,63
2018.09.12,N5,64
2018.09.12,PB,24
2018.09.08,N1,3
2018.09.08,N2,13
2018.09.08,N3,20
2018.09.08,N4,32
2018.09.08,N5,33
2018.09.08,PB,21
2018.09.05,N1,6
2018.09.05,N2,15
2018.09.05,N3,50
2018.09.05,N4,59
2018.09.05,N5,60
2018.09.05,PB,13
2018.09.01,N1,11
2018.09.01,N2,54
2018.09.01,N3,55
2018.09.01,N4,61
2018.09.01,N5,66
2018.09.01,PB,9
2018.08.29,N1,25
2018.08.29,N2,41
2018.08.29,N3,53
2018.08.29,N4,57
2018.08.29,N5,67
2018.08.29,PB,12
2018.08.25,N1,20
2018.08.25,N2,25
2018.08.25,N3,54
2018.08.25,N4,57
2018.08.25,N5,63
2018.08.25,PB,8
2018.08.22,N1,1
2018.08.22,N2,7
2018.08.22,N3,45
2018.08.22,N4,47
2018.08.22,N5,69
2018.08.22,PB,13
2018.08.18,N1,24
2018.08.18,N2,34
2018.08.18,N3,52
2018.08.18,N4,61
2018.08.18,N5,67
2018.08.18,PB,16
2018.08.15,N1,12
2018.08.15,N2,15
2018.08.15,N3,28
2018.08.15,N4,47
2018.08.15,N5,48
2018.08.15,PB,16
2018.08.11,N1,5
2018.08.11,N2,43
2018.08.11,N3,56
2018.08.11,N4,62
2018.08.11,N5,68
2018.08.11,PB,24
2018.08.08,N1,10
2018.08.08,N2,21
2018.08.08,N3,30
2018.08.08,N4,43
2018.08.08,N5,63
2018.08.08,PB,17
2018.08.04,N1,3
2018.08.04,N2,11
2018.08.04,N3,38
2018.08.04,N4,44
2018.08.04,N5,58
2018.08.04,PB,2
2018.08.01,N1,5
2018.08.01,N2,22
2018.08.01,N3,32
2018.08.01,N4,38
2018.08.01,N5,58
2018.08.01,PB,26
2018.07.28,N1,22
2018.07.28,N2,27
2018.07.28,N3,46
2018.07.28,N4,56
2018.07.28,N5,65
2018.07.28,PB,13
2018.07.25,N1,2
2018.07.25,N2,18
2018.07.25,N3,41
2018.07.25,N4,44
2018.07.25,N5,64
2018.07.25,PB,26
2018.07.21,N1,9
2018.07.21,N2,23
2018.07.21,N3,56
2018.07.21,N4,58
2018.07.21,N5,68
2018.07.21,PB,1
2018.07.18,N1,1
2018.07.18,N2,10
2018.07.18,N3,27
2018.07.18,N4,28
2018.07.18,N5,36
2018.07.18,PB,12
2018.07.14,N1,22
2018.07.14,N2,41
2018.07.14,N3,42
2018.07.14,N4,49
2018.07.14,N5,67
2018.07.14,PB,11
2018.07.11,N1,19
2018.07.11,N2,21
2018.07.11,N3,27
2018.07.11,N4,46
2018.07.11,N5,47
2018.07.11,PB,7
2018.07.07,N1,1
2018.07.07,N2,10
2018.07.07,N3,43
2018.07.07,N4,45
2018.07.07,N5,64
2018.07.07,PB,22
2018.07.04,N1,4
2018.07.04,N2,7
2018.07.04,N3,15
2018.07.04,N4,41
2018.07.04,N5,44
2018.07.04,PB,10
2018.06.30,N1,3
2018.06.30,N2,9
2018.06.30,N3,20
2018.06.30,N4,42
2018.06.30,N5,61
2018.06.30,PB,24
2018.06.27,N1,7
2018.06.27,N2,28
2018.06.27,N3,37
2018.06.27,N4,62
2018.06.27,N5,63
2018.06.27,PB,15
2018.06.23,N1,16
2018.06.23,N2,29
2018.06.23,N3,43
2018.06.23,N4,45
2018.06.23,N5,56
2018.06.23,PB,25
2018.06.20,N1,4
2018.06.20,N2,14
2018.06.20,N3,23
2018.06.20,N4,27
2018.06.20,N5,56
2018.06.20,PB,13
2018.06.16,N1,9
2018.06.16,N2,45
2018.06.16,N3,57
2018.06.16,N4,58
2018.06.16,N5,65
2018.06.16,PB,9
2018.06.13,N1,13
2018.06.13,N2,20
2018.06.13,N3,38
2018.06.13,N4,45
2018.06.13,N5,55
2018.06.13,PB,1
2018.06.09,N1,6
2018.06.09,N2,10
2018.06.09,N3,15
2018.06.09,N4,25
2018.06.09,N5,36
2018.06.09,PB,14
2018.06.06,N1,23
2018.06.06,N2,28
2018.06.06,N3,41
2018.06.06,N4,53
2018.06.06,N5,56
2018.06.06,PB,14
2018.06.02,N1,23
2018.06.02,N2,25
2018.06.02,N3,37
2018.06.02,N4,44
2018.06.02,N5,64
2018.06.02,PB,7
2018.05.30,N1,17
2018.05.30,N2,23
2018.05.30,N3,26
2018.05.30,N4,46
2018.05.30,N5,68
2018.05.30,PB,20
2018.05.26,N1,1
2018.05.26,N2,21
2018.05.26,N3,31
2018.05.26,N4,45
2018.05.26,N5,49
2018.05.26,PB,21
2018.05.23,N1,20
2018.05.23,N2,54
2018.05.23,N3,56
2018.05.23,N4,61
2018.05.23,N5,64
2018.05.23,PB,7
2018.05.19,N1,3
2018.05.19,N2,6
2018.05.19,N3,9
2018.05.19,N4,17
2018.05.19,N5,56
2018.05.19,PB,25
2018.05.16,N1,17
2018.05.16,N2,19
2018.05.16,N3,21
2018.05.16,N4,22
2018.05.16,N5,51
2018.05.16,PB,19
2018.05.12,N1,22
2018.05.12,N2,42
2018.05.12,N3,45
2018.05.12,N4,55
2018.05.12,N5,56
2018.05.12,PB,14
2018.05.09,N1,11
2018.05.09,N2,16
2018.05.09,N3,38
2018.05.09,N4,50
2018.05.09,N5,69
2018.05.09,PB,19
2018.05.05,N1,14
2018.05.05,N2,29
2018.05.05,N3,36
2018.05.05,N4,57
2018.05.05,N5,61
2018.05.05,PB,17
2018.05.02,N1,5
2018.05.02,N2,14
2018.05.02,N3,31
2018.05.02,N4,40
2018.05.02,N5,50
2018.05.02,PB,6
2018.04.28,N1,20
2018.04.28,N2,22
2018.04.28,N3,28
2018.04.28,N4,45
2018.04.28,N5,50
2018.04.28,PB,8
2018.04.25,N1,17
2018.04.25,N2,18
2018.04.25,N3,39
2018.04.25,N4,56
2018.04.25,N5,64
2018.04.25,PB,12
2018.04.21,N1,40
2018.04.21,N2,50
2018.04.21,N3,54
2018.04.21,N4,62
2018.04.21,N5,69
2018.04.21,PB,19
2018.04.18,N1,9
2018.04.18,N2,10
2018.04.18,N3,12
2018.04.18,N4,17
2018.04.18,N5,23
2018.04.18,PB,9
2018.04.14,N1,17
2018.04.14,N2,19
2018.04.14,N3,26
2018.04.14,N4,61
2018.04.14,N5,62
2018.04.14,PB,15
2018.04.11,N1,16
2018.04.11,N2,18
2018.04.11,N3,27
2018.04.11,N4,55
2018.04.11,N5,67
2018.04.11,PB,18
2018.04.07,N1,2
2018.04.07,N2,17
2018.04.07,N3,20
2018.04.07,N4,38
2018.04.07,N5,39
2018.04.07,PB,20
2018.04.04,N1,8
2018.04.04,N2,24
2018.04.04,N3,42
2018.04.04,N4,54
2018.04.04,N5,64
2018.04.04,PB,24
2018.03.31,N1,8
2018.03.31,N2,24
2018.03.31,N3,52
2018.03.31,N4,55
2018.03.31,N5,61
2018.03.31,PB,21
2018.03.28,N1,6
2018.03.28,N2,8
2018.03.28,N3,26
2018.03.28,N4,52
2018.03.28,N5,53
2018.03.28,PB,21
2018.03.24,N1,10
2018.03.24,N2,33
2018.03.24,N3,45
2018.03.24,N4,53
2018.03.24,N5,56
2018.03.24,PB,24
2018.03.21,N1,3
2018.03.21,N2,4
2018.03.21,N3,18
2018.03.21,N4,29
2018.03.21,N5,61
2018.03.21,PB,25
2018.03.17,N1,22
2018.03.17,N2,57
2018.03.17,N3,59
2018.03.17,N4,60
2018.03.17,N5,66
2018.03.17,PB,7
2018.03.14,N1,6
2018.03.14,N2,12
2018.03.14,N3,24
2018.03.14,N4,41
2018.03.14,N5,68
2018.03.14,PB,9
2018.03.10,N1,43
2018.03.10,N2,44
2018.03.10,N3,54
2018.03.10,N4,61
2018.03.10,N5,69
2018.03.10,PB,22
2018.03.07,N1,6
2018.03.07,N2,13
2018.03.07,N3,19
2018.03.07,N4,36
2018.03.07,N5,51
2018.03.07,PB,18
2018.03.03,N1,13
2018.03.03,N2,17
2018.03.03,N3,25
2018.03.03,N4,36
2018.03.03,N5,40
2018.03.03,PB,5
2018.02.28,N1,12
2018.02.28,N2,30
2018.02.28,N3,59
2018.02.28,N4,65
2018.02.28,N5,69
2018.02.28,PB,16
2018.02.24,N1,24
2018.02.24,N2,25
2018.02.24,N3,38
2018.02.24,N4,62
2018.02.24,N5,63
2018.02.24,PB,6
2018.02.21,N1,7
2018.02.21,N2,15
2018.02.21,N3,31
2018.02.21,N4,34
2018.02.21,N5,36
2018.02.21,PB,8
2018.02.17,N1,13
2018.02.17,N2,26
2018.02.17,N3,39
2018.02.17,N4,44
2018.02.17,N5,62
2018.02.17,PB,2
2018.02.14,N1,37
2018.02.14,N2,39
2018.02.14,N3,44
2018.02.14,N4,46
2018.02.14,N5,69
2018.02.14,PB,26
2018.02.10,N1,1
2018.02.10,N2,13
2018.02.10,N3,27
2018.02.10,N4,41
2018.02.10,N5,59
2018.02.10,PB,20
2018.02.07,N1,23
2018.02.07,N2,34
2018.02.07,N3,35
2018.02.07,N4,40
2018.02.07,N5,47
2018.02.07,PB,10
2018.02.03,N1,15
2018.02.03,N2,23
2018.02.03,N3,27
2018.02.03,N4,48
2018.02.03,N5,53
2018.02.03,PB,6
2018.01.31,N1,4
2018.01.31,N2,7
2018.01.31,N3,14
2018.01.31,N4,46
2018.01.31,N5,59
2018.01.31,PB,22
2018.01.27,N1,17
2018.01.27,N2,21
2018.01.27,N3,26
2018.01.27,N4,47
2018.01.27,N5,54
2018.01.27,PB,7
2018.01.24,N1,5
2018.01.24,N2,9
2018.01.24,N3,11
2018.01.24,N4,33
2018.01.24,N5,64
2018.01.24,PB,21
2018.01.20,N1,26
2018.01.20,N2,28
2018.01.20,N3,47
2018.01.20,N4,49
2018.01.20,N5,58
2018.01.20,PB,3
2018.01.17,N1,3
2018.01.17,N2,33
2018.01.17,N3,37
2018.01.17,N4,51
2018.01.17,N5,57
2018.01.17,PB,21
2018.01.13,N1,14
2018.01.13,N2,25
2018.01.13,N3,35
2018.01.13,N4,58
2018.01.13,N5,69
2018.01.13,PB,24
2018.01.10,N1,7
2018.01.10,N2,24
2018.01.10,N3,33
2018.01.10,N4,49
2018.01.10,N5,50
2018.01.10,PB,4
2018.01.06,N1,12
2018.01.06,N2,29
2018.01.06,N3,30
2018.01.06,N4,33
2018.01.06,N5,61
2018.01.06,PB,26
2018.01.03,N1,2
2018.01.03,N2,18
2018.01.03,N3,37
2018.01.03,N4,39
2018.01.03,N5,42
2018.01.03,PB,12
2017.12.30,N1,28
2017.12.30,N2,36
2017.12.30,N3,41
2017.12.30,N4,51
2017.12.30,N5,58
2017.12.30,PB,24
2017.12.27,N1,3
2017.12.27,N2,9
2017.12.27,N3,16
2017.12.27,N4,56
2017.12.27,N5,60
2017.12.27,PB,3
2017.12.23,N1,1
2017.12.23,N2,3
2017.12.23,N3,13
2017.12.23,N4,15
2017.12.23,N5,44
2017.12.23,PB,25
2017.12.20,N1,1
2017.12.20,N2,20
2017.12.20,N3,61
2017.12.20,N4,64
2017.12.20,N5,69
2017.12.20,PB,20
2017.12.16,N1,9
2017.12.16,N2,35
2017.12.16,N3,37
2017.12.16,N4,50
2017.12.16,N5,63
2017.12.16,PB,11
2017.12.13,N1,2
2017.12.13,N2,24
2017.12.13,N3,28
2017.12.13,N4,51
2017.12.13,N5,58
2017.12.13,PB,7
2017.12.09,N1,25
2017.12.09,N2,36
2017.12.09,N3,37
2017.12.09,N4,55
2017.12.09,N5,60
2017.12.09,PB,6
2017.12.06,N1,19
2017.12.06,N2,20
2017.12.06,N3,50
2017.12.06,N4,55
2017.12.06,N5,62
2017.12.06,PB,9
2017.12.02,N1,28
2017.12.02,N2,30
2017.12.02,N3,32
2017.12.02,N4,36
2017.12.02,N5,58
2017.12.02,PB,6
2017.11.29,N1,24
2017.11.29,N2,26
2017.11.29,N3,28
2017.11.29,N4,59
2017.11.29,N5,63
2017.11.29,PB,16
2017.11.25,N1,8
2017.11.25,N2,13
2017.11.25,N3,27
2017.11.25,N4,53
2017.11.25,N5,54
2017.11.25,PB,4
2017.11.22,N1,35
2017.11.22,N2,37
2017.11.22,N3,46
2017.11.22,N4,51
2017.11.22,N5,61
2017.11.22,PB,13
2017.11.18,N1,17
2017.11.18,N2,28
2017.11.18,N3,31
2017.11.18,N4,32
2017.11.18,N5,39
2017.11.18,PB,26
2017.11.15,N1,23
2017.11.15,N2,32
2017.11.15,N3,44
2017.11.15,N4,48
2017.11.15,N5,50
2017.11.15,PB,25
2017.11.11,N1,4
2017.11.11,N2,6
2017.11.11,N3,16
2017.11.11,N4,30
2017.11.11,N5,56
2017.11.11,PB,18
2017.11.08,N1,12
2017.11.08,N2,14
2017.11.08,N3,20
2017.11.08,N4,21
2017.11.08,N5,34
2017.11.08,PB,22
2017.11.04,N1,12
2017.11.04,N2,14
2017.11.04,N3,26
2017.11.04,N4,48
2017.11.04,N5,51
2017.11.04,PB,13
2017.11.01,N1,3
2017.11.01,N2,6
2017.11.01,N3,19
2017.11.01,N4,26
2017.11.01,N5,44
