date,hour,n
2017.11.01,PB,1
2017.10.28,N1,27
2017.10.28,N2,35
2017.10.28,N3,38
2017.10.28,N4,57
2017.10.28,N5,66
2017.10.28,PB,10
2017.10.25,N1,18
2017.10.25,N2,22
2017.10.25,N3,29
2017.10.25,N4,54
2017.10.25,N5,57
2017.10.25,PB,8
2017.10.21,N1,14
2017.10.21,N2,41
2017.10.21,N3,42
2017.10.21,N4,45
2017.10.21,N5,69
2017.10.21,PB,4
2017.10.18,N1,30
2017.10.18,N2,49
2017.10.18,N3,54
2017.10.18,N4,66
2017.10.18,N5,69
2017.10.18,PB,8
2017.10.14,N1,32
2017.10.14,N2,37
2017.10.14,N3,56
2017.10.14,N4,66
2017.10.14,N5,69
2017.10.14,PB,11
2017.10.11,N1,1
2017.10.11,N2,3
2017.10.11,N3,13
2017.10.11,N4,19
2017.10.11,N5,69
2017.10.11,PB,23
2017.10.07,N1,10
2017.10.07,N2,49
2017.10.07,N3,61
2017.10.07,N4,63
2017.10.07,N5,65
2017.10.07,PB,7
2017.10.04,N1,22
2017.10.04,N2,23
2017.10.04,N3,62
2017.10.04,N4,63
2017.10.04,N5,66
2017.10.04,PB,24
2017.09.30,N1,8
2017.09.30,N2,12
2017.09.30,N3,25
2017.09.30,N4,41
2017.09.30,N5,64
2017.09.30,PB,15
2017.09.27,N1,8
2017.09.27,N2,10
2017.09.27,N3,21
2017.09.27,N4,23
2017.09.27,N5,25
2017.09.27,PB,22
2017.09.23,N1,24
2017.09.23,N2,45
2017.09.23,N3,55
2017.09.23,N4,56
2017.09.23,N5,57
2017.09.23,PB,19
2017.09.20,N1,39
2017.09.20,N2,48
2017.09.20,N3,53
2017.09.20,N4,67
2017.09.20,N5,68
2017.09.20,PB,26
2017.09.16,N1,17
2017.09.16,N2,18
2017.09.16,N3,24
2017.09.16,N4,25
2017.09.16,N5,31
2017.09.16,PB,24
2017.09.13,N1,17
2017.09.13,N2,24
2017.09.13,N3,35
2017.09.13,N4,57
2017.09.13,N5,63
2017.09.13,PB,19
2017.09.09,N1,6
2017.09.09,N2,20
2017.09.09,N3,29
2017.09.09,N4,57
2017.09.09,N5,59
2017.09.09,PB,22
2017.09.06,N1,8
2017.09.06,N2,14
2017.09.06,N3,32
2017.09.06,N4,58
2017.09.06,N5,67
2017.09.06,PB,17
2017.09.02,N1,6
2017.09.02,N2,21
2017.09.02,N3,41
2017.09.02,N4,52
2017.09.02,N5,62
2017.09.02,PB,26
2017.08.30,N1,19
2017.08.30,N2,28
2017.08.30,N3,43
2017.08.30,N4,67
2017.08.30,N5,69
2017.08.30,PB,7
2017.08.26,N1,7
2017.08.26,N2,15
2017.08.26,N3,32
2017.08.26,N4,38
2017.08.26,N5,66
2017.08.26,PB,15
2017.08.23,N1,6
2017.08.23,N2,7
2017.08.23,N3,16
2017.08.23,N4,23
2017.08.23,N5,26
2017.08.23,PB,4
2017.08.19,N1,17
2017.08.19,N2,19
2017.08.19,N3,39
2017.08.19,N4,43
2017.08.19,N5,68
2017.08.19,PB,13
2017.08.16,N1,9
2017.08.16,N2,15
2017.08.16,N3,43
2017.08.16,N4,60
2017.08.16,N5,64
2017.08.16,PB,4
2017.08.12,N1,20
2017.08.12,N2,24
2017.08.12,N3,26
2017.08.12,N4,35
2017.08.12,N5,49
2017.08.12,PB,19
2017.08.09,N1,12
2017.08.09,N2,30
2017.08.09,N3,36
2017.08.09,N4,47
2017.08.09,N5,62
2017.08.09,PB,9
2017.08.05,N1,11
2017.08.05,N2,21
2017.08.05,N3,28
2017.08.05,N4,33
2017.08.05,N5,45
2017.08.05,PB,11
2017.08.02,N1,1
2017.08.02,N2,16
2017.08.02,N3,54
2017.08.02,N4,63
2017.08.02,N5,69
2017.08.02,PB,18
2017.07.29,N1,1
2017.07.29,N2,28
2017.07.29,N3,40
2017.07.29,N4,45
2017.07.29,N5,48
2017.07.29,PB,12
2017.07.26,N1,7
2017.07.26,N2,19
2017.07.26,N3,21
2017.07.26,N4,42
2017.07.26,N5,69
2017.07.26,PB,12
2017.07.22,N1,5
2017.07.22,N2,32
2017.07.22,N3,44
2017.07.22,N4,53
2017.07.22,N5,60
2017.07.22,PB,9
2017.07.19,N1,50
2017.07.19,N2,51
2017.07.19,N3,59
2017.07.19,N4,61
2017.07.19,N5,63
2017.07.19,PB,4
2017.07.15,N1,9
2017.07.15,N2,40
2017.07.15,N3,63
2017.07.15,N4,64
2017.07.15,N5,66
2017.07.15,PB,17
2017.07.12,N1,1
2017.07.12,N2,2
2017.07.12,N3,18
2017.07.12,N4,23
2017.07.12,N5,61
2017.07.12,PB,9
2017.07.08,N1,8
2017.07.08,N2,10
2017.07.08,N3,29
2017.07.08,N4,40
2017.07.08,N5,59
2017.07.08,PB,26
2017.07.05,N1,4
2017.07.05,N2,9
2017.07.05,N3,16
2017.07.05,N4,54
2017.07.05,N5,68
2017.07.05,PB,21
2017.07.01,N1,19
2017.07.01,N2,42
2017.07.01,N3,45
2017.07.01,N4,48
2017.07.01,N5,53
2017.07.01,PB,16
2017.06.28,N1,29
2017.06.28,N2,37
2017.06.28,N3,46
2017.06.28,N4,53
2017.06.28,N5,68
2017.06.28,PB,8
2017.06.24,N1,10
2017.06.24,N2,22
2017.06.24,N3,32
2017.06.24,N4,36
2017.06.24,N5,58
2017.06.24,PB,10
2017.06.21,N1,14
2017.06.21,N2,46
2017.06.21,N3,61
2017.06.21,N4,65
2017.06.21,N5,68
2017.06.21,PB,13
2017.06.17,N1,10
2017.06.17,N2,13
2017.06.17,N3,32
2017.06.17,N4,53
2017.06.17,N5,62
2017.06.17,PB,21
2017.06.14,N1,5
2017.06.14,N2,22
2017.06.14,N3,43
2017.06.14,N4,57
2017.06.14,N5,63
2017.06.14,PB,24
2017.06.10,N1,20
2017.06.10,N2,26
2017.06.10,N3,32
2017.06.10,N4,38
2017.06.10,N5,58
2017.06.10,PB,3
2017.06.07,N1,5
2017.06.07,N2,21
2017.06.07,N3,57
2017.06.07,N4,66
2017.06.07,N5,69
2017.06.07,PB,13
2017.06.03,N1,3
2017.06.03,N2,9
2017.06.03,N3,21
2017.06.03,N4,41
2017.06.03,N5,54
2017.06.03,PB,25
2017.05.31,N1,4
2017.05.31,N2,33
2017.05.31,N3,39
2017.05.31,N4,46
2017.05.31,N5,60
2017.05.31,PB,6
2017.05.27,N1,5
2017.05.27,N2,10
2017.05.27,N3,28
2017.05.27,N4,55
2017.05.27,N5,67
2017.05.27,PB,9
2017.05.24,N1,28
2017.05.24,N2,32
2017.05.24,N3,33
2017.05.24,N4,38
2017.05.24,N5,62
2017.05.24,PB,15
2017.05.20,N1,5
2017.05.20,N2,22
2017.05.20,N3,45
2017.05.20,N4,47
2017.05.20,N5,54
2017.05.20,PB,3
2017.05.17,N1,4
2017.05.17,N2,11
2017.05.17,N3,39
2017.05.17,N4,45
2017.05.17,N5,48
2017.05.17,PB,9
2017.05.13,N1,17
2017.05.13,N2,20
2017.05.13,N3,32
2017.05.13,N4,63
2017.05.13,N5,68
2017.05.13,PB,19
2017.05.10,N1,29
2017.05.10,N2,31
2017.05.10,N3,46
2017.05.10,N4,56
2017.05.10,N5,62
2017.05.10,PB,8
2017.05.06,N1,11
2017.05.06,N2,21
2017.05.06,N3,31
2017.05.06,N4,41
2017.05.06,N5,59
2017.05.06,PB,21
2017.05.03,N1,17
2017.05.03,N2,18
2017.05.03,N3,49
2017.05.03,N4,59
2017.05.03,N5,66
2017.05.03,PB,9
2017.04.29,N1,22
2017.04.29,N2,23
2017.04.29,N3,24
2017.04.29,N4,45
2017.04.29,N5,62
2017.04.29,PB,5
2017.04.26,N1,1
2017.04.26,N2,15
2017.04.26,N3,18
2017.04.26,N4,26
2017.04.26,N5,51
2017.04.26,PB,26
2017.04.22,N1,21
2017.04.22,N2,39
2017.04.22,N3,41
2017.04.22,N4,48
2017.04.22,N5,63
2017.04.22,PB,6
2017.04.19,N1,1
2017.04.19,N2,19
2017.04.19,N3,37
2017.04.19,N4,40
2017.04.19,N5,52
2017.04.19,PB,15
2017.04.15,N1,5
2017.04.15,N2,22
2017.04.15,N3,26
2017.04.15,N4,45
2017.04.15,N5,61
2017.04.15,PB,13
2017.04.12,N1,8
2017.04.12,N2,14
2017.04.12,N3,61
2017.04.12,N4,63
2017.04.12,N5,68
2017.04.12,PB,24
2017.04.08,N1,23
2017.04.08,N2,36
2017.04.08,N3,51
2017.04.08,N4,53
2017.04.08,N5,60
2017.04.08,PB,15
2017.04.05,N1,8
2017.04.05,N2,20
2017.04.05,N3,46
2017.04.05,N4,53
2017.04.05,N5,54
2017.04.05,PB,13
2017.04.01,N1,9
2017.04.01,N2,32
2017.04.01,N3,36
2017.04.01,N4,44
2017.04.01,N5,65
2017.04.01,PB,1
2017.03.29,N1,8
2017.03.29,N2,15
2017.03.29,N3,31
2017.03.29,N4,36
2017.03.29,N5,62
2017.03.29,PB,11
2017.03.25,N1,18
2017.03.25,N2,31
2017.03.25,N3,32
2017.03.25,N4,45
2017.03.25,N5,48
2017.03.25,PB,16
2017.03.22,N1,2
2017.03.22,N2,9
2017.03.22,N3,27
2017.03.22,N4,29
2017.03.22,N5,42
2017.03.22,PB,9
2017.03.18,N1,13
2017.03.18,N2,25
2017.03.18,N3,44
2017.03.18,N4,54
2017.03.18,N5,67
2017.03.18,PB,5
2017.03.15,N1,16
2017.03.15,N2,30
2017.03.15,N3,41
2017.03.15,N4,48
2017.03.15,N5,53
2017.03.15,PB,16
2017.03.11,N1,1
2017.03.11,N2,26
2017.03.11,N3,41
2017.03.11,N4,50
2017.03.11,N5,57
2017.03.11,PB,11
2017.03.08,N1,23
2017.03.08,N2,33
2017.03.08,N3,42
2017.03.08,N4,46
2017.03.08,N5,59
2017.03.08,PB,4
2017.03.04,N1,2
2017.03.04,N2,18
2017.03.04,N3,19
2017.03.04,N4,22
2017.03.04,N5,63
2017.03.04,PB,19
2017.03.01,N1,10
2017.03.01,N2,16
2017.03.01,N3,40
2017.03.01,N4,52
2017.03.01,N5,55
2017.03.01,PB,17
2017.02.25,N1,6
2017.02.25,N2,32
2017.02.25,N3,47
2017.02.25,N4,62
2017.02.25,N5,65
2017.02.25,PB,19
2017.02.22,N1,10
2017.02.22,N2,13
2017.02.22,N3,28
2017.02.22,N4,52
2017.02.22,N5,61
2017.02.22,PB,2
2017.02.18,N1,3
2017.02.18,N2,7
2017.02.18,N3,9
2017.02.18,N4,31
2017.02.18,N5,33
2017.02.18,PB,20
2017.02.15,N1,5
2017.02.15,N2,28
2017.02.15,N3,33
2017.02.15,N4,38
2017.02.15,N5,42
2017.02.15,PB,19
2017.02.11,N1,5
2017.02.11,N2,9
2017.02.11,N3,17
2017.02.11,N4,37
2017.02.11,N5,64
2017.02.11,PB,2
2017.02.08,N1,14
2017.02.08,N2,20
2017.02.08,N3,42
2017.02.08,N4,49
2017.02.08,N5,66
2017.02.08,PB,5
2017.02.04,N1,6
2017.02.04,N2,13
2017.02.04,N3,16
2017.02.04,N4,17
2017.02.04,N5,52
2017.02.04,PB,25
2017.02.01,N1,9
2017.02.01,N2,43
2017.02.01,N3,57
2017.02.01,N4,60
2017.02.01,N5,64
2017.02.01,PB,10
2017.01.28,N1,12
2017.01.28,N2,20
2017.01.28,N3,39
2017.01.28,N4,49
2017.01.28,N5,69
2017.01.28,PB,17
2017.01.25,N1,18
2017.01.25,N2,28
2017.01.25,N3,62
2017.01.25,N4,66
2017.01.25,N5,68
2017.01.25,PB,22
2017.01.21,N1,23
2017.01.21,N2,25
2017.01.21,N3,45
2017.01.21,N4,52
2017.01.21,N5,67
2017.01.21,PB,2
2017.01.18,N1,9
2017.01.18,N2,40
2017.01.18,N3,41
2017.01.18,N4,53
2017.01.18,N5,58
2017.01.18,PB,12
2017.01.14,N1,23
2017.01.14,N2,55
2017.01.14,N3,59
2017.01.14,N4,64
2017.01.14,N5,69
2017.01.14,PB,13
2017.01.11,N1,1
2017.01.11,N2,3
2017.01.11,N3,13
2017.01.11,N4,16
2017.01.11,N5,43
2017.01.11,PB,24
2017.01.07,N1,3
2017.01.07,N2,12
2017.01.07,N3,24
2017.01.07,N4,37
2017.01.07,N5,63
2017.01.07,PB,10
2017.01.04,N1,16
2017.01.04,N2,17
2017.01.04,N3,29
2017.01.04,N4,41
2017.01.04,N5,42
2017.01.04,PB,4
2016.12.31,N1,1
2016.12.31,N2,3
2016.12.31,N3,28
2016.12.31,N4,57
2016.12.31,N5,67
2016.12.31,PB,9
2016.12.28,N1,16
2016.12.28,N2,23
2016.12.28,N3,30
2016.12.28,N4,44
2016.12.28,N5,58
2016.12.28,PB,4
2016.12.24,N1,28
2016.12.24,N2,38
2016.12.24,N3,42
2016.12.24,N4,51
2016.12.24,N5,52
2016.12.24,PB,21
2016.12.21,N1,25
2016.12.21,N2,33
2016.12.21,N3,40
2016.12.21,N4,54
2016.12.21,N5,68
2016.12.21,PB,3
2016.12.17,N1,1
2016.12.17,N2,8
2016.12.17,N3,16
2016.12.17,N4,40
2016.12.17,N5,48
2016.12.17,PB,10
2016.12.14,N1,18
2016.12.14,N2,26
2016.12.14,N3,37
2016.12.14,N4,39
2016.12.14,N5,66
2016.12.14,PB,15
2016.12.10,N1,12
2016.12.10,N2,21
2016.12.10,N3,32
2016.12.10,N4,44
2016.12.10,N5,66
2016.12.10,PB,15
2016.12.07,N1,41
2016.12.07,N2,48
2016.12.07,N3,49
2016.12.07,N4,53
2016.12.07,N5,64
2016.12.07,PB,20
2016.12.03,N1,8
2016.12.03,N2,10
2016.12.03,N3,26
2016.12.03,N4,27
2016.12.03,N5,33
2016.12.03,PB,22
2016.11.30,N1,3
2016.11.30,N2,14
2016.11.30,N3,18
2016.11.30,N4,25
2016.11.30,N5,45
2016.11.30,PB,7
2016.11.26,N1,17
2016.11.26,N2,19
2016.11.26,N3,21
2016.11.26,N4,37
2016.11.26,N5,44
2016.11.26,PB,16
2016.11.23,N1,7
2016.11.23,N2,32
2016.11.23,N3,41
2016.11.23,N4,47
2016.11.23,N5,61
2016.11.23,PB,3
2016.11.19,N1,16
2016.11.19,N2,24
2016.11.19,N3,28
2016.11.19,N4,43
2016.11.19,N5,61
2016.11.19,PB,21
2016.11.16,N1,28
2016.11.16,N2,41
2016.11.16,N3,61
2016.11.16,N4,63
2016.11.16,N5,65
2016.11.16,PB,7
2016.11.12,N1,8
2016.11.12,N2,17
2016.11.12,N3,20
2016.11.12,N4,27
2016.11.12,N5,52
2016.11.12,PB,24
2016.11.09,N1,1
2016.11.09,N2,25
2016.11.09,N3,28
2016.11.09,N4,31
2016.11.09,N5,54
2016.11.09,PB,2
2016.11.05,N1,21
2016.11.05,N2,31
2016.11.05,N3,50
2016.11.05,N4,51
2016.11.05,N5,69
2016.11.05,PB,8
2016.11.02,N1,13
2016.11.02,N2,18
2016.11.02,N3,37
2016.11.02,N4,54
2016.11.02,N5,61
2016.11.02,PB,5
2016.10.29,N1,19
2016.10.29,N2,20
2016.10.29,N3,21
2016.10.29,N4,42
2016.10.29,N5,48
2016.10.29,PB,23
2016.10.26,N1,2
2016.10.26,N2,3
2016.10.26,N3,16
2016.10.26,N4,48
2016.10.26,N5,56
2016.10.26,PB,24
2016.10.22,N1,1
2016.10.22,N2,28
2016.10.22,N3,33
2016.10.22,N4,55
2016.10.22,N5,56
2016.10.22,PB,22
2016.10.19,N1,10
2016.10.19,N2,16
2016.10.19,N3,38
2016.10.19,N4,43
2016.10.19,N5,63
2016.10.19,PB,23
2016.10.15,N1,23
2016.10.15,N2,49
2016.10.15,N3,57
2016.10.15,N4,64
2016.10.15,N5,67
2016.10.15,PB,20
2016.10.12,N1,16
2016.10.12,N2,30
2016.10.12,N3,34
2016.10.12,N4,37
2016.10.12,N5,44
2016.10.12,PB,16
2016.10.08,N1,3
2016.10.08,N2,54
2016.10.08,N3,61
2016.10.08,N4,64
2016.10.08,N5,68
2016.10.08,PB,9
2016.10.05,N1,8
2016.10.05,N2,18
2016.10.05,N3,27
2016.10.05,N4,29
2016.10.05,N5,60
2016.10.05,PB,15
2016.10.01,N1,2
2016.10.01,N2,12
2016.10.01,N3,50
2016.10.01,N4,61
2016.10.01,N5,64
2016.10.01,PB,1
2016.09.28,N1,30
2016.09.28,N2,38
2016.09.28,N3,52
2016.09.28,N4,53
2016.09.28,N5,62
2016.09.28,PB,1
2016.09.24,N1,7
2016.09.24,N2,15
2016.09.24,N3,20
2016.09.24,N4,29
2016.09.24,N5,41
2016.09.24,PB,22
2016.09.21,N1,1
2016.09.21,N2,28
2016.09.21,N3,63
2016.09.21,N4,67
2016.09.21,N5,69
2016.09.21,PB,17
2016.09.17,N1,9
2016.09.17,N2,19
2016.09.17,N3,51
2016.09.17,N4,55
2016.09.17,N5,62
2016.09.17,PB,14
2016.09.14,N1,10
2016.09.14,N2,11
2016.09.14,N3,23
2016.09.14,N4,28
2016.09.14,N5,31
2016.09.14,PB,14
2016.09.10,N1,3
2016.09.10,N2,17
2016.09.10,N3,49
2016.09.10,N4,55
2016.09.10,N5,68
2016.09.10,PB,8
2016.09.07,N1,22
2016.09.07,N2,23
2016.09.07,N3,29
2016.09.07,N4,33
2016.09.07,N5,55
2016.09.07,PB,21
2016.09.03,N1,7
2016.09.03,N2,39
2016.09.03,N3,50
2016.09.03,N4,59
2016.09.03,N5,67
2016.09.03,PB,25
2016.08.31,N1,5
2016.08.31,N2,10
2016.08.31,N3,24
2016.08.31,N4,56
2016.08.31,N5,61
2016.08.31,PB,12
2016.08.27,N1,4
2016.08.27,N2,32
2016.08.27,N3,48
2016.08.27,N4,49
2016.08.27,N5,63
2016.08.27,PB,20
2016.08.24,N1,9
2016.08.24,N2,11
2016.08.24,N3,25
2016.08.24,N4,64
2016.08.24,N5,65
2016.08.24,PB,16
2016.08.20,N1,3
2016.08.20,N2,6
2016.08.20,N3,21
2016.08.20,N4,60
2016.08.20,N5,68
2016.08.20,PB,24
2016.08.17,N1,33
2016.08.17,N2,44
2016.08.17,N3,49
2016.08.17,N4,50
2016.08.17,N5,52
2016.08.17,PB,8
2016.08.13,N1,38
2016.08.13,N2,44
2016.08.13,N3,60
2016.08.13,N4,64
2016.08.13,N5,69
2016.08.13,PB,6
2016.08.10,N1,23
2016.08.10,N2,56
2016.08.10,N3,61
2016.08.10,N4,64
2016.08.10,N5,67
2016.08.10,PB,12
2016.08.06,N1,20
2016.08.06,N2,33
2016.08.06,N3,36
2016.08.06,N4,47
2016.08.06,N5,52
2016.08.06,PB,12
2016.08.03,N1,9
2016.08.03,N2,11
2016.08.03,N3,27
2016.08.03,N4,66
2016.08.03,N5,67
2016.08.03,PB,2
2016.07.30,N1,11
2016.07.30,N2,17
2016.07.30,N3,21
2016.07.30,N4,23
2016.07.30,N5,32
2016.07.30,PB,5
2016.07.27,N1,10
2016.07.27,N2,47
2016.07.27,N3,50
2016.07.27,N4,65
2016.07.27,N5,68
2016.07.27,PB,24
2016.07.23,N1,5
2016.07.23,N2,7
2016.07.23,N3,23
2016.07.23,N4,35
2016.07.23,N5,39
2016.07.23,PB,11
2016.07.20,N1,6
2016.07.20,N2,25
2016.07.20,N3,35
2016.07.20,N4,58
2016.07.20,N5,66
2016.07.20,PB,5
2016.07.16,N1,11
2016.07.16,N2,17
2016.07.16,N3,40
2016.07.16,N4,50
2016.07.16,N5,62
2016.07.16,PB,26
2016.07.13,N1,3
2016.07.13,N2,15
2016.07.13,N3,29
2016.07.13,N4,54
2016.07.13,N5,57
2016.07.13,PB,10
2016.07.09,N1,10
2016.07.09,N2,28
2016.07.09,N3,32
2016.07.09,N4,61
2016.07.09,N5,64
2016.07.09,PB,12
2016.07.06,N1,2
2016.07.06,N2,24
2016.07.06,N3,31
2016.07.06,N4,57
2016.07.06,N5,66
2016.07.06,PB,18
2016.07.02,N1,10
2016.07.02,N2,34
2016.07.02,N3,39
2016.07.02,N4,59
2016.07.02,N5,63
2016.07.02,PB,4
2016.06.29,N1,23
2016.06.29,N2,29
2016.06.29,N3,37
2016.06.29,N4,60
2016.06.29,N5,64
2016.06.29,PB,6
2016.06.25,N1,3
2016.06.25,N2,27
2016.06.25,N3,36
2016.06.25,N4,56
2016.06.25,N5,69
2016.06.25,PB,25
2016.06.22,N1,14
2016.06.22,N2,40
2016.06.22,N3,42
2016.06.22,N4,43
2016.06.22,N5,52
2016.06.22,PB,17
2016.06.18,N1,2
2016.06.18,N2,23
2016.06.18,N3,41
2016.06.18,N4,53
2016.06.18,N5,63
2016.06.18,PB,11
2016.06.15,N1,4
2016.06.15,N2,22
2016.06.15,N3,24
2016.06.15,N4,31
2016.06.15,N5,33
2016.06.15,PB,10
2016.06.11,N1,20
2016.06.11,N2,27
2016.06.11,N3,36
2016.06.11,N4,41
2016.06.11,N5,58
2016.06.11,PB,7
2016.06.08,N1,12
2016.06.08,N2,25
2016.06.08,N3,37
2016.06.08,N4,60
2016.06.08,N5,69
2016.06.08,PB,20
2016.06.04,N1,16
2016.06.04,N2,20
2016.06.04,N3,22
2016.06.04,N4,43
2016.06.04,N5,64
2016.06.04,PB,17
2016.06.01,N1,23
2016.06.01,N2,30
2016.06.01,N3,33
2016.06.01,N4,40
2016.06.01,N5,69
2016.06.01,PB,12
2016.05.28,N1,6
2016.05.28,N2,33
2016.05.28,N3,34
2016.05.28,N4,58
2016.05.28,N5,59
2016.05.28,PB,12
2016.05.25,N1,11
2016.05.25,N2,24
2016.05.25,N3,41
2016.05.25,N4,59
2016.05.25,N5,64
2016.05.25,PB,15
2016.05.21,N1,5
2016.05.21,N2,7
2016.05.21,N3,9
2016.05.21,N4,23
2016.05.21,N5,32
2016.05.21,PB,26
2016.05.18,N1,23
2016.05.18,N2,25
2016.05.18,N3,39
2016.05.18,N4,54
2016.05.18,N5,67
2016.05.18,PB,11
2016.05.14,N1,13
2016.05.14,N2,27
2016.05.14,N3,47
2016.05.14,N4,64
2016.05.14,N5,65
2016.05.14,PB,9
2016.05.11,N1,20
2016.05.11,N2,32
2016.05.11,N3,52
2016.05.11,N4,66
2016.05.11,N5,69
2016.05.11,PB,23
2016.05.07,N1,5
2016.05.07,N2,25
2016.05.07,N3,26
2016.05.07,N4,44
2016.05.07,N5,66
2016.05.07,PB,9
2016.05.04,N1,30
2016.05.04,N2,47
2016.05.04,N3,57
2016.05.04,N4,66
2016.05.04,N5,69
2016.05.04,PB,3
2016.04.30,N1,3
2016.04.30,N2,12
2016.04.30,N3,16
2016.04.30,N4,32
2016.04.30,N5,34
2016.04.30,PB,14
2016.04.27,N1,2
2016.04.27,N2,25
2016.04.27,N3,33
2016.04.27,N4,39
2016.04.27,N5,64
2016.04.27,PB,17
2016.04.23,N1,19
2016.04.23,N2,35
2016.04.23,N3,46
2016.04.23,N4,59
2016.04.23,N5,62
2016.04.23,PB,13
2016.04.20,N1,12
2016.04.20,N2,25
2016.04.20,N3,30
2016.04.20,N4,52
2016.04.20,N5,62
2016.04.20,PB,8
2016.04.16,N1,3
2016.04.16,N2,18
2016.04.16,N3,25
2016.04.16,N4,32
2016.04.16,N5,51
2016.04.16,PB,3
2016.04.13,N1,30
2016.04.13,N2,33
2016.04.13,N3,35
2016.04.13,N4,38
2016.04.13,N5,64
2016.04.13,PB,22
2016.04.09,N1,14
2016.04.09,N2,22
2016.04.09,N3,23
2016.04.09,N4,41
2016.04.09,N5,61
2016.04.09,PB,9
2016.04.06,N1,4
2016.04.06,N2,28
2016.04.06,N3,49
2016.04.06,N4,60
2016.04.06,N5,65
2016.04.06,PB,25
2016.04.02,N1,9
2016.04.02,N2,28
2016.04.02,N3,30
2016.04.02,N4,40
2016.04.02,N5,61
2016.04.02,PB,3
2016.03.30,N1,24
2016.03.30,N2,44
2016.03.30,N3,53
2016.03.30,N4,55
2016.03.30,N5,63
2016.03.30,PB,19
2016.03.26,N1,11
2016.03.26,N2,23
2016.03.26,N3,42
2016.03.26,N4,52
2016.03.26,N5,68
2016.03.26,PB,6
2016.03.23,N1,5
2016.03.23,N2,8
2016.03.23,N3,15
2016.03.23,N4,22
2016.03.23,N5,49
2016.03.23,PB,25
2016.03.19,N1,11
2016.03.19,N2,23
2016.03.19,N3,43
2016.03.19,N4,54
2016.03.19,N5,60
2016.03.19,PB,3
2016.03.16,N1,10
2016.03.16,N2,12
2016.03.16,N3,13
2016.03.16,N4,46
2016.03.16,N5,50
2016.03.16,PB,21
2016.03.12,N1,11
2016.03.12,N2,28
2016.03.12,N3,50
2016.03.12,N4,57
2016.03.12,N5,62
2016.03.12,PB,23
2016.03.09,N1,14
2016.03.09,N2,23
2016.03.09,N3,32
2016.03.09,N4,34
2016.03.09,N5,68
2016.03.09,PB,3
2016.03.05,N1,3
2016.03.05,N2,27
2016.03.05,N3,34
2016.03.05,N4,59
2016.03.05,N5,69
2016.03.05,PB,19
2016.03.02,N1,12
2016.03.02,N2,13
2016.03.02,N3,44
2016.03.02,N4,52
2016.03.02,N5,62
2016.03.02,PB,6
2016.02.27,N1,10
2016.02.27,N2,11
2016.02.27,N3,21
2016.02.27,N4,22
2016.02.27,N5,53
2016.02.27,PB,18
2016.02.24,N1,21
2016.02.24,N2,31
2016.02.24,N3,64
2016.02.24,N4,65
2016.02.24,N5,67
2016.02.24,PB,5
2016.02.20,N1,11
2016.02.20,N2,12
2016.02.20,N3,15
2016.02.20,N4,16
2016.02.20,N5,54
2016.02.20,PB,25
2016.02.17,N1,7
2016.02.17,N2,17
2016.02.17,N3,27
2016.02.17,N4,29
2016.02.17,N5,40
2016.02.17,PB,25
2016.02.13,N1,7
2016.02.13,N2,15
2016.02.13,N3,18
2016.02.13,N4,19
2016.02.13,N5,36
2016.02.13,PB,20
2016.02.10,N1,2
2016.02.10,N2,3
2016.02.10,N3,40
2016.02.10,N4,50
2016.02.10,N5,62
2016.02.10,PB,5
2016.02.06,N1,4
2016.02.06,N2,13
2016.02.06,N3,31
2016.02.06,N4,36
2016.02.06,N5,52
2016.02.06,PB,8
2016.02.03,N1,26
2016.02.03,N2,28
2016.02.03,N3,31
2016.02.03,N4,60
2016.02.03,N5,67
2016.02.03,PB,23
2016.01.30,N1,5
2016.01.30,N2,12
2016.01.30,N3,16
2016.01.30,N4,31
2016.01.30,N5,43
2016.01.30,PB,18
2016.01.27,N1,3
2016.01.27,N2,12
2016.01.27,N3,40
2016.01.27,N4,52
2016.01.27,N5,67
2016.01.27,PB,21
2016.01.23,N1,22
2016.01.23,N2,32
2016.01.23,N3,34
2016.01.23,N4,40
2016.01.23,N5,69
2016.01.23,PB,19
2016.01.20,N1,5
2016.01.20,N2,39
2016.01.20,N3,44
2016.01.20,N4,47
2016.01.20,N5,69
2016.01.20,PB,24
2016.01.16,N1,3
2016.01.16,N2,51
2016.01.16,N3,52
2016.01.16,N4,61
2016.01.16,N5,64
2016.01.16,PB,6
2016.01.13,N1,4
2016.01.13,N2,8
2016.01.13,N3,19
2016.01.13,N4,27
2016.01.13,N5,34
2016.01.13,PB,10
2016.01.09,N1,16
2016.01.09,N2,19
2016.01.09,N3,32
2016.01.09,N4,34
2016.01.09,N5,57
2016.01.09,PB,13
2016.01.06,N1,2
2016.01.06,N2,11
2016.01.06,N3,47
2016.01.06,N4,62
2016.01.06,N5,63
2016.01.06,PB,17
2016.01.02,N1,5
2016.01.02,N2,6
2016.01.02,N3,15
2016.01.02,N4,29
2016.01.02,N5,42
2016.01.02,PB,10
2015.12.30,N1,12
2015.12.30,N2,36
2015.12.30,N3,38
2015.12.30,N4,54
2015.12.30,N5,61
2015.12.30,PB,22
2015.12.26,N1,27
2015.12.26,N2,40
2015.12.26,N3,44
2015.12.26,N4,59
2015.12.26,N5,65
2015.12.26,PB,20
2015.12.23,N1,16
2015.12.23,N2,38
2015.12.23,N3,55
2015.12.23,N4,63
2015.12.23,N5,67
2015.12.23,PB,25
2015.12.19,N1,28
